 

stn;time;tre200dn
BIZ;20100311;-3.8
BIZ;20100312;-7.9
BIZ;20100313;-7.7
BIZ;20100314;-0.1
BIZ;20100315;0.5
BIZ;20100316;-1.3
BIZ;20100317;-3.4
BIZ;20100318;0.2
BIZ;20100319;2.6
BIZ;20100320;4.5
BIZ;20100321;8.2
BIZ;20100322;4.3
BIZ;20100323;2.0
BIZ;20100324;0.8
BIZ;20100325;2.2
BIZ;20100326;3.5
BIZ;20100327;3.5
BIZ;20100328;5.8
BIZ;20100329;6.7
BIZ;20100330;3.7
BIZ;20100331;0.6
BIZ;20100401;-0.1
BIZ;20100402;-2.4
BIZ;20100403;2.0
BIZ;20100404;4.8
BIZ;20100405;0.4
BIZ;20100406;-1.7
BIZ;20100407;-0.3
BIZ;20100408;3.7
BIZ;20100409;2.8
BIZ;20100410;3.8
BIZ;20100411;-0.3
BIZ;20100412;0.9
BIZ;20100413;-1.8
BIZ;20100414;1.1
BIZ;20100415;1.6
BIZ;20100416;-0.7
BIZ;20100417;3.5
BIZ;20100418;1.6
BIZ;20100419;2.5
BIZ;20100420;4.0
BIZ;20100421;5.0
BIZ;20100422;1.2
BIZ;20100423;1.9
BIZ;20100424;2.8
BIZ;20100425;4.2
BIZ;20100426;7.6
BIZ;20100427;5.7
BIZ;20100428;4.1
BIZ;20100429;5.6
BIZ;20100430;11.5
BIZ;20100501;10.9
BIZ;20100502;7.4
BIZ;20100503;6.7
BIZ;20100504;7.9
BIZ;20100505;7.9
BIZ;20100506;5.9
BIZ;20100507;5.1
BIZ;20100508;5.1
BIZ;20100509;6.7
BIZ;20100510;8.4
BIZ;20100511;7.6
BIZ;20100512;10.2
BIZ;20100513;7.5
BIZ;20100514;7.1
BIZ;20100515;6.4
BIZ;20100516;5.7
BIZ;20100517;5.1
BIZ;20100518;4.8
BIZ;20100519;4.6
BIZ;20100520;6.7
BIZ;20100521;9.4
BIZ;20100522;6.8
BIZ;20100523;7.1
BIZ;20100524;7.4
BIZ;20100525;11.5
BIZ;20100526;13.8
BIZ;20100527;12.0
BIZ;20100528;9.4
BIZ;20100529;12.1
BIZ;20100530;11.7
