 

stn;time;tre200y0
GOH;1903;-1.1
GOH;1904;-0.1
GOH;1905;-1.1
GOH;1906;-0.7
GOH;1907;-0.5
GOH;1908;-0.1
GOH;1909;-1.1
GOH;1910;-1.0
GOH;1911;0.6
GOH;1912;-0.6
GOH;1913;-0.2
GOH;1914;-0.2
GOH;1915;-0.8
GOH;1916;-0.3
GOH;1917;-0.8
GOH;1918;0.1
GOH;1919;-1.1
GOH;1920;1.1
GOH;1921;1.3
GOH;1922;-0.5
GOH;1923;-0.1
GOH;1924;0.0
GOH;1925;-0.5
GOH;1926;0.5
GOH;1927;0.4
GOH;1928;-1.2
GOH;1929;0.1
GOH;1930;0.2
GOH;1931;-0.7
GOH;1932;-0.1
GOH;1933;-0.7
GOH;1934;0.9
GOH;1935;0.3
GOH;1936;-0.2
GOH;1937;-0.1
GOH;1938;-0.2
GOH;1939;-0.4
GOH;1940;-0.9
GOH;1941;-0.6
GOH;1942;0.0
GOH;1943;0.6
GOH;1944;-0.9
GOH;1945;0.4
GOH;1946;0.4
GOH;1947;1.2
GOH;1948;1.3
GOH;1949;1.2
GOH;1950;0.7
GOH;1951;0.0
GOH;1952;-0.3
GOH;1953;0.8
GOH;1954;-0.3
GOH;1955;-0.3
GOH;1956;-1.3
GOH;1957;0.8
GOH;1958;0.5
GOH;1959;0.9
GOH;1960;-0.3
GOH;1961;1.3
GOH;1962;-0.7
GOH;1963;-0.4
GOH;1964;0.7
GOH;1965;-0.9
GOH;1966;0.1
GOH;1967;0.3
GOH;1968;0.0
GOH;1969;-0.1
GOH;1970;-0.1
