 

stn;time;brefard0
FRE;19810101;0
FRE;19810102;0
FRE;19810103;0
FRE;19810104;11
FRE;19810105;0
FRE;19810106;2
FRE;19810107;1
FRE;19810108;0
FRE;19810109;0
FRE;19810110;1
FRE;19810111;0
FRE;19810112;0
FRE;19810113;0
FRE;19810114;1
FRE;19810115;0
FRE;19810116;1
FRE;19810117;15
FRE;19810118;0
FRE;19810119;0
FRE;19810120;0
FRE;19810121;0
FRE;19810122;0
FRE;19810123;0
FRE;19810124;0
FRE;19810125;1
FRE;19810126;0
FRE;19810127;0
FRE;19810128;0
FRE;19810129;0
FRE;19810130;0
FRE;19810131;0
FRE;19810201;0
FRE;19810202;0
FRE;19810203;7
FRE;19810204;25
FRE;19810205;2
FRE;19810206;2
FRE;19810207;0
FRE;19810208;0
FRE;19810209;0
FRE;19810210;2
FRE;19810211;0
FRE;19810212;0
FRE;19810213;0
FRE;19810214;0
FRE;19810215;0
FRE;19810216;0
FRE;19810217;0
FRE;19810218;0
FRE;19810219;0
FRE;19810220;0
FRE;19810221;0
FRE;19810222;0
FRE;19810223;0
FRE;19810224;0
FRE;19810225;0
FRE;19810226;0
FRE;19810227;0
FRE;19810228;0
FRE;19810301;0
FRE;19810302;19
FRE;19810303;0
FRE;19810304;0
FRE;19810305;0
FRE;19810306;0
FRE;19810307;0
FRE;19810308;0
FRE;19810309;0
FRE;19810310;0
FRE;19810311;0
FRE;19810312;91
FRE;19810313;65
FRE;19810314;0
FRE;19810315;0
FRE;19810316;0
FRE;19810317;0
FRE;19810318;0
FRE;19810319;0
FRE;19810320;0
FRE;19810321;0
FRE;19810322;0
FRE;19810323;0
FRE;19810324;0
FRE;19810325;0
FRE;19810326;5
FRE;19810327;0
FRE;19810328;0
FRE;19810329;0
FRE;19810330;581
FRE;19810331;0
FRE;19810401;0
FRE;19810402;0
FRE;19810403;0
FRE;19810404;0
FRE;19810405;0
FRE;19810406;37
FRE;19810407;0
FRE;19810408;0
FRE;19810409;0
FRE;19810410;0
FRE;19810411;0
FRE;19810412;10
FRE;19810413;15
FRE;19810414;1
FRE;19810415;104
FRE;19810416;0
FRE;19810417;0
FRE;19810418;0
FRE;19810419;0
FRE;19810420;0
FRE;19810421;0
FRE;19810422;0
FRE;19810423;0
FRE;19810424;0
FRE;19810425;0
FRE;19810426;0
FRE;19810427;0
FRE;19810428;0
FRE;19810429;0
FRE;19810430;0
FRE;19810501;0
FRE;19810502;0
FRE;19810503;0
FRE;19810504;29
FRE;19810505;2
FRE;19810506;0
FRE;19810507;0
FRE;19810508;0
FRE;19810509;0
FRE;19810510;0
FRE;19810511;31
FRE;19810512;0
FRE;19810513;4
FRE;19810514;0
FRE;19810515;31
FRE;19810516;1
FRE;19810517;0
FRE;19810518;0
FRE;19810519;0
FRE;19810520;0
FRE;19810521;0
FRE;19810522;0
FRE;19810523;0
FRE;19810524;0
FRE;19810525;23
FRE;19810526;0
FRE;19810527;20
FRE;19810528;0
FRE;19810529;0
FRE;19810530;1
FRE;19810531;110
FRE;19810601;0
FRE;19810602;0
FRE;19810603;345
FRE;19810604;0
FRE;19810605;0
FRE;19810606;0
FRE;19810607;2
FRE;19810608;21
FRE;19810609;121
FRE;19810610;0
FRE;19810611;0
FRE;19810612;0
FRE;19810613;0
FRE;19810614;0
FRE;19810615;0
FRE;19810616;0
FRE;19810617;0
FRE;19810618;0
FRE;19810619;0
FRE;19810620;0
FRE;19810621;0
FRE;19810622;0
FRE;19810623;0
FRE;19810624;140
FRE;19810625;30
FRE;19810626;7
FRE;19810627;0
FRE;19810628;0
FRE;19810629;0
FRE;19810630;0
FRE;19810701;0
FRE;19810702;22
FRE;19810703;68
FRE;19810704;0
FRE;19810705;0
FRE;19810706;0
FRE;19810707;0
FRE;19810708;541
FRE;19810709;274
FRE;19810710;235
FRE;19810711;8
FRE;19810712;0
FRE;19810713;0
FRE;19810714;0
FRE;19810715;0
FRE;19810716;0
FRE;19810717;3
FRE;19810718;1
FRE;19810719;0
FRE;19810720;0
FRE;19810721;0
FRE;19810722;5
FRE;19810723;48
FRE;19810724;1
FRE;19810725;0
FRE;19810726;0
FRE;19810727;0
FRE;19810728;0
FRE;19810729;0
FRE;19810730;0
FRE;19810731;0
FRE;19810801;0
FRE;19810802;0
FRE;19810803;0
FRE;19810804;17
FRE;19810805;0
FRE;19810806;110
FRE;19810807;41
FRE;19810808;133
FRE;19810809;19
FRE;19810810;0
FRE;19810811;0
FRE;19810812;0
FRE;19810813;0
FRE;19810814;0
FRE;19810815;0
FRE;19810816;88
FRE;19810817;0
FRE;19810818;0
FRE;19810819;0
FRE;19810820;0
FRE;19810821;0
FRE;19810822;0
FRE;19810823;0
FRE;19810824;0
FRE;19810825;0
FRE;19810826;0
FRE;19810827;0
FRE;19810828;0
FRE;19810829;0
FRE;19810830;0
FRE;19810831;59
FRE;19810901;0
FRE;19810902;0
FRE;19810903;152
FRE;19810904;0
FRE;19810905;0
FRE;19810906;0
FRE;19810907;0
FRE;19810908;1
FRE;19810909;5
FRE;19810910;9
FRE;19810911;0
FRE;19810912;24
FRE;19810913;0
FRE;19810914;0
FRE;19810915;0
FRE;19810916;0
FRE;19810917;0
FRE;19810918;0
FRE;19810919;1
FRE;19810920;0
FRE;19810921;0
FRE;19810922;7
FRE;19810923;0
FRE;19810924;0
FRE;19810925;0
FRE;19810926;0
FRE;19810927;0
FRE;19810928;0
FRE;19810929;0
FRE;19810930;0
FRE;19811001;0
FRE;19811002;0
FRE;19811003;0
FRE;19811004;0
FRE;19811005;0
FRE;19811006;140
FRE;19811007;1
FRE;19811008;0
FRE;19811009;0
FRE;19811010;0
FRE;19811011;0
FRE;19811012;0
FRE;19811013;0
FRE;19811014;1
FRE;19811015;0
FRE;19811016;0
FRE;19811017;0
FRE;19811018;2
FRE;19811019;0
FRE;19811020;0
FRE;19811021;0
FRE;19811022;0
FRE;19811023;0
FRE;19811024;57
FRE;19811025;0
FRE;19811026;0
FRE;19811027;0
FRE;19811028;0
FRE;19811029;0
FRE;19811030;0
FRE;19811031;0
FRE;19811101;0
FRE;19811102;0
FRE;19811103;0
FRE;19811104;0
FRE;19811105;0
FRE;19811106;0
FRE;19811107;0
FRE;19811108;0
FRE;19811109;0
FRE;19811110;0
FRE;19811111;0
FRE;19811112;0
FRE;19811113;0
FRE;19811114;0
FRE;19811115;0
FRE;19811116;0
FRE;19811117;0
FRE;19811118;0
FRE;19811119;0
FRE;19811120;0
FRE;19811121;0
FRE;19811122;0
FRE;19811123;0
FRE;19811124;0
FRE;19811125;0
FRE;19811126;0
FRE;19811127;124
FRE;19811128;0
FRE;19811129;0
FRE;19811130;0
FRE;19811201;0
FRE;19811202;0
FRE;19811203;0
FRE;19811204;0
FRE;19811205;0
FRE;19811206;0
FRE;19811207;0
FRE;19811208;130
FRE;19811209;0
FRE;19811210;0
FRE;19811211;0
FRE;19811212;0
FRE;19811213;0
FRE;19811214;3
FRE;19811215;50
FRE;19811216;5
FRE;19811217;0
FRE;19811218;0
FRE;19811219;0
FRE;19811220;0
FRE;19811221;2
FRE;19811222;1
FRE;19811223;0
FRE;19811224;0
FRE;19811225;1
FRE;19811226;0
FRE;19811227;0
FRE;19811228;0
FRE;19811229;4
FRE;19811230;5
FRE;19811231;71
FRE;19820101;6
FRE;19820102;0
FRE;19820103;0
FRE;19820104;0
FRE;19820105;0
FRE;19820106;0
FRE;19820107;0
FRE;19820108;0
FRE;19820109;0
FRE;19820110;0
FRE;19820111;0
FRE;19820112;0
FRE;19820113;0
FRE;19820114;0
FRE;19820115;0
FRE;19820116;0
FRE;19820117;0
FRE;19820118;0
FRE;19820119;0
FRE;19820120;0
FRE;19820121;0
FRE;19820122;0
FRE;19820123;0
FRE;19820124;0
FRE;19820125;0
FRE;19820126;0
FRE;19820127;0
FRE;19820128;0
FRE;19820129;0
FRE;19820130;0
FRE;19820131;0
FRE;19820201;0
FRE;19820202;0
FRE;19820203;0
FRE;19820204;0
FRE;19820205;0
FRE;19820206;0
FRE;19820207;0
FRE;19820208;0
FRE;19820209;0
FRE;19820210;0
FRE;19820211;0
FRE;19820212;0
FRE;19820213;0
FRE;19820214;0
FRE;19820215;0
FRE;19820216;0
FRE;19820217;0
FRE;19820218;0
FRE;19820219;0
FRE;19820220;0
FRE;19820221;0
FRE;19820222;0
FRE;19820223;0
FRE;19820224;0
FRE;19820225;0
FRE;19820226;0
FRE;19820227;0
FRE;19820228;0
FRE;19820301;3
FRE;19820302;0
FRE;19820303;0
FRE;19820304;0
FRE;19820305;0
FRE;19820306;0
FRE;19820307;0
FRE;19820308;0
FRE;19820309;0
FRE;19820310;0
FRE;19820311;50
FRE;19820312;2
FRE;19820313;0
FRE;19820314;0
FRE;19820315;0
FRE;19820316;0
FRE;19820317;0
FRE;19820318;0
FRE;19820319;0
FRE;19820320;0
FRE;19820321;0
FRE;19820322;0
FRE;19820323;0
FRE;19820324;0
FRE;19820325;0
FRE;19820326;0
FRE;19820327;0
FRE;19820328;1
FRE;19820329;2
FRE;19820330;0
FRE;19820331;0
FRE;19820401;0
FRE;19820402;0
FRE;19820403;0
FRE;19820404;0
FRE;19820405;0
FRE;19820406;0
FRE;19820407;0
FRE;19820408;0
FRE;19820409;0
FRE;19820410;0
FRE;19820411;0
FRE;19820412;0
FRE;19820413;0
FRE;19820414;0
FRE;19820415;0
FRE;19820416;0
FRE;19820417;0
FRE;19820418;0
FRE;19820419;0
FRE;19820420;0
FRE;19820421;0
FRE;19820422;0
FRE;19820423;0
FRE;19820424;0
FRE;19820425;0
FRE;19820426;0
FRE;19820427;0
FRE;19820428;0
FRE;19820429;1
FRE;19820430;0
FRE;19820501;0
FRE;19820502;0
FRE;19820503;0
FRE;19820504;0
FRE;19820505;0
FRE;19820506;0
FRE;19820507;0
FRE;19820508;0
FRE;19820509;1
FRE;19820510;0
FRE;19820511;0
FRE;19820512;0
FRE;19820513;0
FRE;19820514;0
FRE;19820515;0
FRE;19820516;0
FRE;19820517;36
FRE;19820518;0
FRE;19820519;2
FRE;19820520;70
FRE;19820521;0
FRE;19820522;0
FRE;19820523;4
FRE;19820524;0
FRE;19820525;0
FRE;19820526;0
FRE;19820527;0
FRE;19820528;32
FRE;19820529;0
FRE;19820530;43
FRE;19820531;15
FRE;19820601;36
FRE;19820602;1
FRE;19820603;133
FRE;19820604;86
FRE;19820605;325
FRE;19820606;63
FRE;19820607;57
FRE;19820608;474
FRE;19820609;224
FRE;19820610;151
FRE;19820611;7
FRE;19820612;5
FRE;19820613;0
FRE;19820614;6
FRE;19820615;0
FRE;19820616;0
FRE;19820617;0
FRE;19820618;131
FRE;19820619;0
FRE;19820620;0
FRE;19820621;0
FRE;19820622;415
FRE;19820623;55
FRE;19820624;0
FRE;19820625;16
FRE;19820626;32
FRE;19820627;0
FRE;19820628;0
FRE;19820629;0
FRE;19820630;0
FRE;19820701;0
FRE;19820702;17
FRE;19820703;1
FRE;19820704;0
FRE;19820705;0
FRE;19820706;0
FRE;19820707;0
FRE;19820708;0
FRE;19820709;0
FRE;19820710;0
FRE;19820711;9
FRE;19820712;0
FRE;19820713;115
FRE;19820714;0
FRE;19820715;28
FRE;19820716;427
FRE;19820717;346
FRE;19820718;1
FRE;19820719;0
FRE;19820720;795
FRE;19820721;277
FRE;19820722;279
FRE;19820723;186
FRE;19820724;1
FRE;19820725;0
FRE;19820726;0
FRE;19820727;0
FRE;19820728;0
FRE;19820729;0
FRE;19820730;5
FRE;19820731;1
FRE;19820801;0
FRE;19820802;205
FRE;19820803;32
FRE;19820804;0
FRE;19820805;69
FRE;19820806;112
FRE;19820807;10
FRE;19820808;0
FRE;19820809;0
FRE;19820810;0
FRE;19820811;0
FRE;19820812;0
FRE;19820813;161
FRE;19820814;0
FRE;19820815;885
FRE;19820816;454
FRE;19820817;19
FRE;19820818;0
FRE;19820819;0
FRE;19820820;10
FRE;19820821;0
FRE;19820822;0
FRE;19820823;0
FRE;19820824;0
FRE;19820825;0
FRE;19820826;38
FRE;19820827;0
FRE;19820828;0
FRE;19820829;0
FRE;19820830;0
FRE;19820831;1
FRE;19820901;0
FRE;19820902;0
FRE;19820903;0
FRE;19820904;0
FRE;19820905;11
FRE;19820906;39
FRE;19820907;0
FRE;19820908;0
FRE;19820909;0
FRE;19820910;0
FRE;19820911;0
FRE;19820912;0
FRE;19820913;0
FRE;19820914;0
FRE;19820915;0
FRE;19820916;0
