 

stn;time;tre200y0
SCU;1901;4.5
SCU;1902;4.9
SCU;1903;4.8
SCU;1904;5.5
SCU;1905;4.7
SCU;1906;4.8
SCU;1907;4.8
SCU;1908;4.5
SCU;1909;4.2
SCU;1910;4.5
SCU;1911;5.1
SCU;1912;4.3
SCU;1913;4.8
SCU;1914;4.9
SCU;1915;4.6
SCU;1916;5.0
SCU;1917;4.0
SCU;1918;5.3
SCU;1919;3.7
SCU;1920;5.6
SCU;1921;5.7
SCU;1922;4.4
SCU;1923;5.5
SCU;1924;4.6
SCU;1925;5.0
SCU;1926;5.6
SCU;1927;5.3
SCU;1928;5.6
SCU;1929;4.8
SCU;1930;5.5
SCU;1931;3.9
SCU;1932;4.6
SCU;1933;4.0
SCU;1934;5.1
SCU;1935;4.4
SCU;1936;5.2
SCU;1937;5.2
SCU;1938;5.0
SCU;1939;4.8
SCU;1940;4.2
SCU;1941;4.6
SCU;1942;5.5
SCU;1943;5.9
SCU;1944;4.8
SCU;1945;5.4
SCU;1946;5.5
SCU;1947;6.2
SCU;1948;5.9
SCU;1949;6.0
SCU;1950;5.3
SCU;1951;5.6
SCU;1952;5.0
SCU;1953;5.4
SCU;1954;4.7
SCU;1955;4.8
SCU;1956;3.9
SCU;1957;5.6
SCU;1958;5.3
SCU;1959;5.6
SCU;1960;5.0
SCU;1961;5.8
SCU;1962;4.3
SCU;1963;4.2
SCU;1964;5.6
SCU;1965;4.3
SCU;1966;5.0
SCU;1967;5.0
SCU;1968;4.8
SCU;1969;4.7
SCU;1970;4.6
