 

stn;time;rhs150d0
ANT;18810201;0.0
ANT;18810202;6.7
ANT;18810203;0.0
ANT;18810204;0.0
ANT;18810205;0.0
ANT;18810206;1.4
ANT;18810207;2.3
ANT;18810208;8.2
ANT;18810209;18.2
ANT;18810210;23.9
ANT;18810211;10.5
ANT;18810212;23.7
ANT;18810213;4.3
ANT;18810214;0.0
ANT;18810215;0.0
ANT;18810216;0.0
ANT;18810217;0.0
ANT;18810218;0.0
ANT;18810219;0.0
ANT;18810220;0.0
ANT;18810221;0.0
ANT;18810222;0.0
ANT;18810223;0.0
ANT;18810224;0.0
ANT;18810225;0.0
ANT;18810226;0.0
ANT;18810227;0.0
ANT;18810228;1.1
ANT;18810301;0.9
ANT;18810302;0.0
ANT;18810303;0.0
ANT;18810304;0.0
ANT;18810305;6.9
ANT;18810306;4.5
ANT;18810307;0.0
ANT;18810308;0.0
ANT;18810309;30.2
ANT;18810310;3.4
ANT;18810311;24.1
ANT;18810312;0.0
ANT;18810313;0.0
ANT;18810314;0.0
ANT;18810315;0.0
ANT;18810316;0.0
ANT;18810317;0.0
ANT;18810318;0.0
ANT;18810319;0.0
ANT;18810320;0.0
ANT;18810321;0.0
ANT;18810322;2.6
ANT;18810323;6.7
ANT;18810324;0.0
ANT;18810325;0.0
ANT;18810326;2.8
ANT;18810327;0.0
ANT;18810328;0.0
ANT;18810329;0.0
ANT;18810330;2.8
ANT;18810331;0.0
ANT;18810401;11.9
ANT;18810402;0.0
ANT;18810403;0.2
ANT;18810404;0.0
ANT;18810405;0.0
ANT;18810406;0.0
ANT;18810407;2.4
ANT;18810408;2.5
ANT;18810409;0.0
ANT;18810410;4.5
ANT;18810411;0.0
ANT;18810412;0.0
ANT;18810413;1.1
ANT;18810414;0.0
ANT;18810415;0.0
ANT;18810416;0.0
ANT;18810417;0.0
ANT;18810418;0.0
ANT;18810419;6.0
ANT;18810420;4.5
ANT;18810421;0.6
ANT;18810422;0.0
ANT;18810423;28.1
ANT;18810424;0.0
ANT;18810425;0.7
ANT;18810426;0.0
ANT;18810427;12.7
ANT;18810428;5.6
ANT;18810429;2.4
ANT;18810430;0.0
ANT;18810501;0.0
ANT;18810502;0.0
ANT;18810503;28.4
ANT;18810504;0.0
ANT;18810505;0.0
ANT;18810506;0.0
ANT;18810507;0.0
ANT;18810508;0.0
ANT;18810509;0.0
ANT;18810510;8.6
ANT;18810511;1.4
ANT;18810512;2.3
ANT;18810513;0.0
ANT;18810514;0.0
ANT;18810515;0.0
ANT;18810516;13.6
ANT;18810517;0.0
ANT;18810518;0.0
