 

stn;time;hns000y0
CHU;1888;165
CHU;1889;122
CHU;1890;81
CHU;1891;99
CHU;1892;99
CHU;1893;147
CHU;1894;90
CHU;1895;70
CHU;1896;51
CHU;1897;96
CHU;1898;137
CHU;1899;79
CHU;1900;52
CHU;1901;72
CHU;1902;86
CHU;1903;59
CHU;1904;64
CHU;1905;120
CHU;1906;90
CHU;1907;222
CHU;1908;125
CHU;1909;96
CHU;1910;92
CHU;1911;74
CHU;1912;39
CHU;1913;103
CHU;1914;54
CHU;1915;127
CHU;1916;130
CHU;1917;83
CHU;1918;85
CHU;1919;213
CHU;1920;68
CHU;1921;38
CHU;1922;210
CHU;1923;204
CHU;1924;107
CHU;1925;68
CHU;1926;96
CHU;1927;113
CHU;1928;79
CHU;1929;78
CHU;1930;46
CHU;1931;194
CHU;1932;98
CHU;1933;47
CHU;1934;27
CHU;1935;173
CHU;1936;34
CHU;1937;68
CHU;1938;156
CHU;1939;125
CHU;1940;179
CHU;1941;73
CHU;1942;80
CHU;1943;75
CHU;1944;157
CHU;1945;125
CHU;1946;81
CHU;1947;121
CHU;1948;28
CHU;1949;59
CHU;1950;114
CHU;1951;74
CHU;1952;152
CHU;1953;49
CHU;1954;109
CHU;1955;79
CHU;1956;66
CHU;1957;14
CHU;1958;107
CHU;1959;100
CHU;1960;31
CHU;1961;86
CHU;1962;199
CHU;1963;84
CHU;1964;118
CHU;1965;156
CHU;1966;176
CHU;1967;77
CHU;1968;296
CHU;1969;99
CHU;1970;181
CHU;1971;135
CHU;1972;33
CHU;1973;214
CHU;1974;148
CHU;1975;116
CHU;1976;95
CHU;1977;76
CHU;1978;161
CHU;1979;112
CHU;1980;109
CHU;1981;370
CHU;1982;151
CHU;1983;119
CHU;1984;180
CHU;1985;105
CHU;1986;286
CHU;1987;91
CHU;1988;132
CHU;1989;14
CHU;1990;137
CHU;1991;112
CHU;1992;63
CHU;1993;116
CHU;1994;30
CHU;1995;176
CHU;1996;63
CHU;1997;2
CHU;1998;33
CHU;1999;211
CHU;2000;46
CHU;2001;55
CHU;2002;15
CHU;2003;58
CHU;2004;63
CHU;2005;138
CHU;2006;56
CHU;2007;32
CHU;2008;46
CHU;2009;80
CHU;2010;78
CHU;2011;68
CHU;2012;84
CHU;2013;56
CHU;2014;45
CHU;2015;29
CHU;2016;47
CHU;2017;69
CHU;2018;78
CHU;2019;72
CHU;2020;60
