 

stn;time;breclod0
HIR;19810101;0
HIR;19810102;0
HIR;19810103;0
HIR;19810104;0
HIR;19810105;0
HIR;19810106;0
HIR;19810107;0
HIR;19810108;0
HIR;19810109;0
HIR;19810110;0
HIR;19810111;0
HIR;19810112;0
HIR;19810113;0
HIR;19810114;0
HIR;19810115;0
HIR;19810116;0
HIR;19810117;0
HIR;19810118;0
HIR;19810119;0
HIR;19810120;0
HIR;19810121;0
HIR;19810122;0
HIR;19810123;0
HIR;19810124;0
HIR;19810125;0
HIR;19810126;0
HIR;19810127;0
HIR;19810128;0
HIR;19810129;0
HIR;19810130;0
HIR;19810131;0
HIR;19810201;0
HIR;19810202;0
HIR;19810203;0
HIR;19810204;0
HIR;19810205;0
HIR;19810206;0
HIR;19810207;0
HIR;19810208;0
HIR;19810209;0
HIR;19810210;0
HIR;19810211;0
HIR;19810212;0
HIR;19810213;0
HIR;19810214;0
HIR;19810215;0
HIR;19810216;0
HIR;19810217;0
HIR;19810218;0
HIR;19810219;0
HIR;19810220;0
HIR;19810221;0
HIR;19810222;0
HIR;19810223;0
HIR;19810224;0
HIR;19810225;0
HIR;19810226;0
HIR;19810227;0
HIR;19810228;0
HIR;19810301;0
HIR;19810302;0
HIR;19810303;0
HIR;19810304;0
HIR;19810305;0
HIR;19810306;0
HIR;19810307;0
HIR;19810308;0
HIR;19810309;0
HIR;19810310;0
HIR;19810311;0
HIR;19810312;0
HIR;19810313;0
HIR;19810314;0
HIR;19810315;0
HIR;19810316;0
HIR;19810317;0
HIR;19810318;0
HIR;19810319;0
HIR;19810320;0
HIR;19810321;0
HIR;19810322;0
HIR;19810323;0
HIR;19810324;0
HIR;19810325;0
HIR;19810326;0
HIR;19810327;0
HIR;19810328;0
HIR;19810329;0
HIR;19810330;0
HIR;19810331;0
HIR;19810401;0
HIR;19810402;0
HIR;19810403;0
HIR;19810404;0
HIR;19810405;0
HIR;19810406;0
HIR;19810407;0
HIR;19810408;0
HIR;19810409;0
HIR;19810410;0
HIR;19810411;0
HIR;19810412;0
HIR;19810413;0
HIR;19810414;0
HIR;19810415;0
HIR;19810416;0
HIR;19810417;0
HIR;19810418;0
HIR;19810419;0
HIR;19810420;0
HIR;19810421;0
HIR;19810422;0
HIR;19810423;0
HIR;19810424;0
HIR;19810425;0
HIR;19810426;0
HIR;19810427;0
HIR;19810428;0
HIR;19810429;0
HIR;19810430;0
HIR;19810501;0
HIR;19810502;0
HIR;19810503;0
HIR;19810504;0
HIR;19810505;0
HIR;19810506;0
HIR;19810507;0
HIR;19810508;0
HIR;19810509;0
HIR;19810510;0
HIR;19810511;0
HIR;19810512;0
HIR;19810513;0
HIR;19810514;0
HIR;19810515;0
HIR;19810516;0
HIR;19810517;3
HIR;19810518;0
HIR;19810519;0
HIR;19810520;0
HIR;19810521;0
HIR;19810522;0
HIR;19810523;0
HIR;19810524;0
HIR;19810525;0
HIR;19810526;0
HIR;19810527;0
HIR;19810528;0
HIR;19810529;0
HIR;19810530;0
HIR;19810531;0
HIR;19810601;0
HIR;19810602;0
HIR;19810603;3
HIR;19810604;1
HIR;19810605;0
HIR;19810606;0
HIR;19810607;0
HIR;19810608;0
HIR;19810609;1
HIR;19810610;1
HIR;19810611;0
HIR;19810612;0
HIR;19810613;0
HIR;19810614;0
HIR;19810615;0
HIR;19810616;0
HIR;19810617;0
HIR;19810618;0
HIR;19810619;0
HIR;19810620;0
HIR;19810621;0
HIR;19810622;0
HIR;19810623;0
HIR;19810624;0
HIR;19810625;0
HIR;19810626;0
HIR;19810627;0
HIR;19810628;1
HIR;19810629;0
HIR;19810630;0
HIR;19810701;0
HIR;19810702;0
HIR;19810703;8
HIR;19810704;0
HIR;19810705;0
HIR;19810706;0
HIR;19810707;0
HIR;19810708;0
HIR;19810709;0
HIR;19810710;8
HIR;19810711;0
HIR;19810712;0
HIR;19810713;0
HIR;19810714;0
HIR;19810715;0
HIR;19810716;0
HIR;19810717;0
HIR;19810718;0
HIR;19810719;0
HIR;19810720;0
HIR;19810721;0
HIR;19810722;1
HIR;19810723;1
HIR;19810724;6
HIR;19810725;0
HIR;19810726;0
HIR;19810727;0
HIR;19810728;0
HIR;19810729;0
HIR;19810730;0
HIR;19810731;0
HIR;19810801;0
HIR;19810802;0
HIR;19810803;0
HIR;19810804;0
HIR;19810805;0
HIR;19810806;0
HIR;19810807;0
HIR;19810808;1
HIR;19810809;0
HIR;19810810;0
HIR;19810811;0
HIR;19810812;0
HIR;19810813;0
HIR;19810814;0
HIR;19810815;0
HIR;19810816;0
HIR;19810817;0
HIR;19810818;0
HIR;19810819;0
HIR;19810820;0
HIR;19810821;0
HIR;19810822;0
HIR;19810823;0
HIR;19810824;0
HIR;19810825;0
HIR;19810826;0
HIR;19810827;0
HIR;19810828;0
HIR;19810829;0
HIR;19810830;0
HIR;19810831;1
HIR;19810901;0
HIR;19810902;0
HIR;19810903;0
HIR;19810904;0
HIR;19810905;0
HIR;19810906;0
HIR;19810907;0
HIR;19810908;0
HIR;19810909;0
HIR;19810910;0
HIR;19810911;0
HIR;19810912;0
HIR;19810913;1
HIR;19810914;0
HIR;19810915;0
HIR;19810916;0
HIR;19810917;0
HIR;19810918;0
HIR;19810919;0
HIR;19810920;0
HIR;19810921;0
HIR;19810922;10
HIR;19810923;0
HIR;19810924;0
HIR;19810925;0
HIR;19810926;2
HIR;19810927;1
HIR;19810928;0
HIR;19810929;0
HIR;19810930;0
HIR;19811001;0
HIR;19811002;0
HIR;19811003;0
HIR;19811004;0
HIR;19811005;0
HIR;19811006;0
HIR;19811007;0
HIR;19811008;0
HIR;19811009;0
HIR;19811010;0
HIR;19811011;0
HIR;19811012;0
HIR;19811013;0
HIR;19811014;0
HIR;19811015;0
HIR;19811016;0
HIR;19811017;0
HIR;19811018;0
HIR;19811019;0
HIR;19811020;0
HIR;19811021;0
HIR;19811022;0
HIR;19811023;0
HIR;19811024;0
HIR;19811025;0
HIR;19811026;0
HIR;19811027;0
HIR;19811028;0
HIR;19811029;0
HIR;19811030;0
HIR;19811031;0
HIR;19811101;0
HIR;19811102;0
HIR;19811103;0
HIR;19811104;0
HIR;19811105;0
HIR;19811106;0
HIR;19811107;0
HIR;19811108;0
HIR;19811109;0
HIR;19811110;0
HIR;19811111;0
HIR;19811112;0
HIR;19811113;0
HIR;19811114;0
HIR;19811115;0
HIR;19811116;0
HIR;19811117;0
HIR;19811118;0
HIR;19811119;0
HIR;19811120;0
HIR;19811121;0
HIR;19811122;0
HIR;19811123;0
HIR;19811124;0
HIR;19811125;0
HIR;19811126;0
HIR;19811127;0
HIR;19811128;0
HIR;19811129;0
HIR;19811130;0
HIR;19811201;0
HIR;19811202;0
HIR;19811203;0
HIR;19811204;0
HIR;19811205;0
HIR;19811206;0
HIR;19811207;0
HIR;19811208;0
HIR;19811209;0
HIR;19811210;0
HIR;19811211;0
HIR;19811212;0
HIR;19811213;0
HIR;19811214;0
HIR;19811215;0
HIR;19811216;0
HIR;19811217;0
HIR;19811218;0
HIR;19811219;0
HIR;19811220;0
HIR;19811221;0
HIR;19811222;0
HIR;19811223;0
HIR;19811224;0
HIR;19811225;0
HIR;19811226;0
HIR;19811227;0
HIR;19811228;0
HIR;19811229;0
HIR;19811230;0
HIR;19811231;0
HIR;19820101;0
HIR;19820102;0
HIR;19820103;0
HIR;19820104;0
HIR;19820105;0
HIR;19820106;0
HIR;19820107;0
HIR;19820108;0
HIR;19820109;0
HIR;19820110;0
HIR;19820111;0
HIR;19820112;0
HIR;19820113;0
HIR;19820114;0
HIR;19820115;0
HIR;19820116;0
HIR;19820117;0
HIR;19820118;0
HIR;19820119;0
HIR;19820120;0
HIR;19820121;0
HIR;19820122;0
HIR;19820123;0
HIR;19820124;0
HIR;19820125;0
HIR;19820126;0
HIR;19820127;0
HIR;19820128;0
HIR;19820129;0
HIR;19820130;0
HIR;19820131;0
HIR;19820201;0
HIR;19820202;0
HIR;19820203;0
HIR;19820204;0
HIR;19820205;0
HIR;19820206;0
HIR;19820207;0
HIR;19820208;0
HIR;19820209;0
HIR;19820210;0
HIR;19820211;0
HIR;19820212;0
HIR;19820213;0
HIR;19820214;0
HIR;19820215;0
HIR;19820216;0
HIR;19820217;0
HIR;19820218;0
HIR;19820219;0
HIR;19820220;0
HIR;19820221;0
HIR;19820222;0
HIR;19820223;0
HIR;19820224;0
HIR;19820225;0
HIR;19820226;0
HIR;19820227;0
HIR;19820228;0
HIR;19820301;0
HIR;19820302;0
HIR;19820303;0
HIR;19820304;0
HIR;19820305;0
HIR;19820306;0
HIR;19820307;0
HIR;19820308;0
HIR;19820309;0
HIR;19820310;0
HIR;19820311;0
HIR;19820312;0
HIR;19820313;0
HIR;19820314;0
HIR;19820315;0
HIR;19820316;0
HIR;19820317;0
HIR;19820318;0
HIR;19820319;0
HIR;19820320;0
HIR;19820321;0
HIR;19820322;0
HIR;19820323;0
HIR;19820324;0
HIR;19820325;0
HIR;19820326;0
HIR;19820327;0
HIR;19820328;0
HIR;19820329;0
HIR;19820330;0
HIR;19820331;0
HIR;19820401;0
HIR;19820402;0
HIR;19820403;0
HIR;19820404;0
HIR;19820405;0
HIR;19820406;0
HIR;19820407;0
HIR;19820408;0
HIR;19820409;0
HIR;19820410;0
HIR;19820411;0
HIR;19820412;0
HIR;19820413;0
HIR;19820414;0
HIR;19820415;0
HIR;19820416;0
HIR;19820417;0
HIR;19820418;0
HIR;19820419;0
HIR;19820420;0
HIR;19820421;0
HIR;19820422;0
HIR;19820423;0
HIR;19820424;0
HIR;19820425;0
HIR;19820426;0
HIR;19820427;0
HIR;19820428;0
HIR;19820429;0
HIR;19820430;0
HIR;19820501;0
HIR;19820502;0
HIR;19820503;0
HIR;19820504;0
HIR;19820505;0
HIR;19820506;0
HIR;19820507;0
HIR;19820508;0
HIR;19820509;0
HIR;19820510;0
HIR;19820511;0
HIR;19820512;0
HIR;19820513;0
HIR;19820514;0
HIR;19820515;0
HIR;19820516;0
HIR;19820517;0
HIR;19820518;0
HIR;19820519;0
HIR;19820520;0
HIR;19820521;0
HIR;19820522;0
HIR;19820523;0
HIR;19820524;0
HIR;19820525;0
HIR;19820526;0
HIR;19820527;0
HIR;19820528;0
HIR;19820529;0
HIR;19820530;0
HIR;19820531;0
HIR;19820601;0
HIR;19820602;0
HIR;19820603;0
HIR;19820604;0
HIR;19820605;1
HIR;19820606;0
HIR;19820607;0
HIR;19820608;0
HIR;19820609;0
HIR;19820610;0
HIR;19820611;0
HIR;19820612;0
HIR;19820613;0
HIR;19820614;0
HIR;19820615;0
HIR;19820616;0
HIR;19820617;0
HIR;19820618;1
HIR;19820619;0
HIR;19820620;0
HIR;19820621;0
HIR;19820622;0
HIR;19820623;2
HIR;19820624;0
HIR;19820625;0
HIR;19820626;6
HIR;19820627;0
HIR;19820628;0
HIR;19820629;0
HIR;19820630;0
HIR;19820701;0
HIR;19820702;1
HIR;19820703;0
HIR;19820704;0
HIR;19820705;0
HIR;19820706;0
HIR;19820707;0
HIR;19820708;0
HIR;19820709;0
HIR;19820710;0
HIR;19820711;0
HIR;19820712;0
HIR;19820713;0
HIR;19820714;0
HIR;19820715;0
HIR;19820716;6
HIR;19820717;1
HIR;19820718;0
HIR;19820719;1
HIR;19820720;0
HIR;19820721;0
HIR;19820722;0
HIR;19820723;0
HIR;19820724;0
HIR;19820725;0
HIR;19820726;0
HIR;19820727;0
HIR;19820728;0
HIR;19820729;0
HIR;19820730;0
HIR;19820731;7
HIR;19820801;0
HIR;19820802;0
HIR;19820803;4
HIR;19820804;0
HIR;19820805;3
HIR;19820806;0
HIR;19820807;0
HIR;19820808;0
HIR;19820809;0
HIR;19820810;0
HIR;19820811;0
HIR;19820812;0
HIR;19820813;2
HIR;19820814;0
HIR;19820815;1
HIR;19820816;5
HIR;19820817;0
HIR;19820818;0
HIR;19820819;0
HIR;19820820;0
HIR;19820821;0
HIR;19820822;0
HIR;19820823;0
HIR;19820824;0
HIR;19820825;0
HIR;19820826;0
HIR;19820827;0
HIR;19820828;0
HIR;19820829;0
HIR;19820830;0
HIR;19820831;2
HIR;19820901;0
HIR;19820902;0
HIR;19820903;0
HIR;19820904;0
HIR;19820905;5
HIR;19820906;0
HIR;19820907;0
HIR;19820908;0
HIR;19820909;0
HIR;19820910;0
HIR;19820911;0
HIR;19820912;0
HIR;19820913;0
HIR;19820914;0
HIR;19820915;0
HIR;19820916;0
HIR;19820917;0
HIR;19820918;0
HIR;19820919;0
HIR;19820920;0
HIR;19820921;0
HIR;19820922;0
HIR;19820923;1
HIR;19820924;0
HIR;19820925;0
HIR;19820926;4
HIR;19820927;0
HIR;19820928;0
HIR;19820929;0
HIR;19820930;0
HIR;19821001;0
HIR;19821002;0
HIR;19821003;0
HIR;19821004;0
HIR;19821005;0
HIR;19821006;0
HIR;19821007;0
HIR;19821008;0
HIR;19821009;0
HIR;19821010;0
HIR;19821011;0
HIR;19821012;0
HIR;19821013;0
HIR;19821014;0
HIR;19821015;0
HIR;19821016;0
HIR;19821017;0
HIR;19821018;0
HIR;19821019;0
HIR;19821020;0
HIR;19821021;0
HIR;19821022;0
HIR;19821023;0
HIR;19821024;0
HIR;19821025;0
HIR;19821026;0
HIR;19821027;0
HIR;19821028;0
HIR;19821029;0
HIR;19821030;0
HIR;19821031;0
HIR;19821101;0
HIR;19821102;0
HIR;19821103;0
HIR;19821104;0
HIR;19821105;0
HIR;19821106;0
HIR;19821107;0
HIR;19821108;0
HIR;19821109;0
HIR;19821110;0
HIR;19821111;0
HIR;19821112;0
HIR;19821113;0
HIR;19821114;0
HIR;19821115;0
HIR;19821116;0
HIR;19821117;0
HIR;19821118;0
HIR;19821119;0
HIR;19821120;0
HIR;19821121;0
HIR;19821122;0
HIR;19821123;0
HIR;19821124;0
HIR;19821125;0
HIR;19821126;0
HIR;19821127;0
HIR;19821128;0
HIR;19821129;0
HIR;19821130;0
HIR;19821201;0
HIR;19821202;0
HIR;19821203;0
HIR;19821204;0
HIR;19821205;0
HIR;19821206;0
HIR;19821207;0
HIR;19821208;0
HIR;19821209;0
HIR;19821210;0
HIR;19821211;0
HIR;19821212;0
HIR;19821213;0
HIR;19821214;0
HIR;19821215;0
HIR;19821216;0
HIR;19821217;0
HIR;19821218;0
HIR;19821219;0
HIR;19821220;0
HIR;19821221;0
HIR;19821222;0
HIR;19821223;0
HIR;19821224;0
HIR;19821225;0
HIR;19821226;0
HIR;19821227;0
HIR;19821228;0
HIR;19821229;0
HIR;19821230;0
HIR;19821231;0
HIR;19830101;0
HIR;19830102;0
HIR;19830103;0
HIR;19830104;0
HIR;19830105;0
HIR;19830106;0
HIR;19830107;0
HIR;19830108;0
HIR;19830109;0
HIR;19830110;0
HIR;19830111;0
HIR;19830112;0
HIR;19830113;0
HIR;19830114;0
HIR;19830115;0
HIR;19830116;0
HIR;19830117;0
HIR;19830118;0
HIR;19830119;0
HIR;19830120;0
HIR;19830121;0
HIR;19830122;0
HIR;19830123;0
HIR;19830124;0
HIR;19830125;0
HIR;19830126;0
HIR;19830127;0
HIR;19830128;0
HIR;19830129;0
HIR;19830130;0
HIR;19830131;0
HIR;19830201;0
HIR;19830202;0
HIR;19830203;0
HIR;19830204;0
HIR;19830205;0
HIR;19830206;0
HIR;19830207;0
HIR;19830208;0
HIR;19830209;0
HIR;19830210;0
HIR;19830211;0
HIR;19830212;0
HIR;19830213;0
HIR;19830214;0
HIR;19830215;0
HIR;19830216;0
HIR;19830217;0
HIR;19830218;0
HIR;19830219;0
HIR;19830220;0
HIR;19830221;0
HIR;19830222;0
HIR;19830223;0
HIR;19830224;0
HIR;19830225;0
HIR;19830226;0
HIR;19830227;0
HIR;19830228;0
HIR;19830301;0
HIR;19830302;0
HIR;19830303;0
HIR;19830304;0
HIR;19830305;0
HIR;19830306;0
HIR;19830307;0
HIR;19830308;0
HIR;19830309;0
HIR;19830310;0
HIR;19830311;0
HIR;19830312;0
HIR;19830313;0
HIR;19830314;0
HIR;19830315;0
HIR;19830316;0
HIR;19830317;0
HIR;19830318;0
HIR;19830319;0
HIR;19830320;0
HIR;19830321;0
HIR;19830322;0
HIR;19830323;0
HIR;19830324;0
HIR;19830325;0
HIR;19830326;0
HIR;19830327;0
HIR;19830328;0
HIR;19830329;0
HIR;19830330;0
HIR;19830331;0
HIR;19830401;0
HIR;19830402;0
HIR;19830403;0
HIR;19830404;0
HIR;19830405;0
HIR;19830406;0
HIR;19830407;0
HIR;19830408;0
HIR;19830409;0
HIR;19830410;0
HIR;19830411;0
HIR;19830412;0
HIR;19830413;0
HIR;19830414;0
HIR;19830415;0
HIR;19830416;0
HIR;19830417;0
HIR;19830418;0
HIR;19830419;0
HIR;19830420;0
HIR;19830421;0
HIR;19830422;0
HIR;19830423;0
HIR;19830424;0
HIR;19830425;0
HIR;19830426;0
HIR;19830427;0
HIR;19830428;0
HIR;19830429;0
HIR;19830430;0
HIR;19830501;0
HIR;19830502;0
HIR;19830503;0
HIR;19830504;0
HIR;19830505;0
HIR;19830506;0
HIR;19830507;0
HIR;19830508;0
HIR;19830509;0
HIR;19830510;0
HIR;19830511;0
HIR;19830512;0
HIR;19830513;0
HIR;19830514;0
HIR;19830515;0
HIR;19830516;0
HIR;19830517;0
HIR;19830518;0
HIR;19830519;0
HIR;19830520;0
HIR;19830521;0
HIR;19830522;0
HIR;19830523;0
HIR;19830524;0
HIR;19830525;0
HIR;19830526;0
HIR;19830527;0
HIR;19830528;0
HIR;19830529;0
HIR;19830530;0
HIR;19830531;0
HIR;19830601;0
HIR;19830602;0
HIR;19830603;0
HIR;19830604;0
HIR;19830605;0
HIR;19830606;0
HIR;19830607;0
HIR;19830608;0
HIR;19830609;0
HIR;19830610;1
HIR;19830611;0
HIR;19830612;0
HIR;19830613;0
HIR;19830614;0
HIR;19830615;0
HIR;19830616;0
HIR;19830617;0
HIR;19830618;0
HIR;19830619;0
HIR;19830620;0
HIR;19830621;0
HIR;19830622;0
HIR;19830623;0
HIR;19830624;0
HIR;19830625;0
HIR;19830626;0
HIR;19830627;0
HIR;19830628;0
HIR;19830629;0
HIR;19830630;0
HIR;19830701;0
HIR;19830702;0
HIR;19830703;0
HIR;19830704;0
HIR;19830705;3
HIR;19830706;0
HIR;19830707;0
HIR;19830708;0
HIR;19830709;0
HIR;19830710;1
HIR;19830711;0
HIR;19830712;0
HIR;19830713;1
HIR;19830714;0
HIR;19830715;0
HIR;19830716;0
HIR;19830717;0
HIR;19830718;0
HIR;19830719;0
HIR;19830720;0
HIR;19830721;0
HIR;19830722;0
HIR;19830723;0
HIR;19830724;1
HIR;19830725;0
HIR;19830726;0
HIR;19830727;0
HIR;19830728;0
HIR;19830729;0
HIR;19830730;0
HIR;19830731;0
HIR;19830801;2
