 

stn;time;breclod0
FAH;19810101;0
FAH;19810102;0
FAH;19810103;0
FAH;19810104;0
FAH;19810105;0
FAH;19810106;0
FAH;19810107;0
FAH;19810108;0
FAH;19810109;0
FAH;19810110;0
FAH;19810111;0
FAH;19810112;0
FAH;19810113;0
FAH;19810114;0
FAH;19810115;0
FAH;19810116;0
FAH;19810117;0
FAH;19810118;0
FAH;19810119;0
FAH;19810120;0
FAH;19810121;0
FAH;19810122;0
FAH;19810123;0
FAH;19810124;0
FAH;19810125;0
FAH;19810126;0
FAH;19810127;0
FAH;19810128;0
FAH;19810129;0
FAH;19810130;0
FAH;19810131;0
FAH;19810201;0
FAH;19810202;0
FAH;19810203;0
FAH;19810204;0
FAH;19810205;0
FAH;19810206;0
FAH;19810207;0
FAH;19810208;0
FAH;19810209;0
FAH;19810210;0
FAH;19810211;0
FAH;19810212;0
FAH;19810213;0
FAH;19810214;0
FAH;19810215;0
FAH;19810216;0
FAH;19810217;0
FAH;19810218;0
FAH;19810219;0
FAH;19810220;0
FAH;19810221;0
FAH;19810222;0
FAH;19810223;0
FAH;19810224;0
FAH;19810225;0
FAH;19810226;0
FAH;19810227;0
FAH;19810228;0
FAH;19810301;0
FAH;19810302;0
FAH;19810303;0
FAH;19810304;0
FAH;19810305;0
FAH;19810306;0
FAH;19810307;0
FAH;19810308;0
FAH;19810309;0
FAH;19810310;0
FAH;19810311;0
FAH;19810312;0
FAH;19810313;0
FAH;19810314;0
FAH;19810315;0
FAH;19810316;0
FAH;19810317;0
FAH;19810318;0
FAH;19810319;0
FAH;19810320;0
FAH;19810321;0
FAH;19810322;0
FAH;19810323;0
FAH;19810324;0
FAH;19810325;0
FAH;19810326;0
FAH;19810327;0
FAH;19810328;0
FAH;19810329;0
FAH;19810330;0
FAH;19810331;0
FAH;19810401;0
FAH;19810402;0
FAH;19810403;0
FAH;19810404;0
FAH;19810405;0
FAH;19810406;0
FAH;19810407;0
FAH;19810408;0
FAH;19810409;0
FAH;19810410;0
FAH;19810411;0
FAH;19810412;21
FAH;19810413;1
FAH;19810414;0
FAH;19810415;34
FAH;19810416;0
FAH;19810417;0
FAH;19810418;0
FAH;19810419;0
FAH;19810420;0
FAH;19810421;0
FAH;19810422;0
FAH;19810423;0
FAH;19810424;0
FAH;19810425;0
FAH;19810426;0
FAH;19810427;0
FAH;19810428;0
FAH;19810429;0
FAH;19810430;0
FAH;19810501;0
FAH;19810502;0
FAH;19810503;0
FAH;19810504;1
FAH;19810505;0
FAH;19810506;0
FAH;19810507;0
FAH;19810508;0
FAH;19810509;0
FAH;19810510;0
FAH;19810511;0
FAH;19810512;0
FAH;19810513;0
FAH;19810514;0
FAH;19810515;0
FAH;19810516;0
FAH;19810517;0
FAH;19810518;0
FAH;19810519;0
FAH;19810520;0
FAH;19810521;1
FAH;19810522;0
FAH;19810523;0
FAH;19810524;0
FAH;19810525;0
FAH;19810526;0
FAH;19810527;0
FAH;19810528;0
FAH;19810529;0
FAH;19810530;10
FAH;19810531;0
FAH;19810601;0
FAH;19810602;0
FAH;19810603;5
FAH;19810604;0
FAH;19810605;0
FAH;19810606;0
FAH;19810607;0
FAH;19810608;0
FAH;19810609;0
FAH;19810610;0
FAH;19810611;0
FAH;19810612;0
FAH;19810613;0
FAH;19810614;0
FAH;19810615;0
FAH;19810616;0
FAH;19810617;0
FAH;19810618;0
FAH;19810619;0
FAH;19810620;0
FAH;19810621;0
FAH;19810622;0
FAH;19810623;0
FAH;19810624;0
FAH;19810625;0
FAH;19810626;1
FAH;19810627;0
FAH;19810628;0
FAH;19810629;0
FAH;19810630;0
FAH;19810701;0
FAH;19810702;2
FAH;19810703;2
FAH;19810704;0
FAH;19810705;0
FAH;19810706;0
FAH;19810707;0
FAH;19810708;0
FAH;19810709;4
FAH;19810710;4
FAH;19810711;0
FAH;19810712;0
FAH;19810713;0
FAH;19810714;0
FAH;19810715;0
FAH;19810716;0
FAH;19810717;0
FAH;19810718;0
FAH;19810719;0
FAH;19810720;0
FAH;19810721;0
FAH;19810722;0
FAH;19810723;0
FAH;19810724;0
FAH;19810725;0
FAH;19810726;0
FAH;19810727;0
FAH;19810728;0
FAH;19810729;0
FAH;19810730;0
FAH;19810731;0
FAH;19810801;0
FAH;19810802;0
FAH;19810803;0
FAH;19810804;0
FAH;19810805;0
FAH;19810806;0
FAH;19810807;0
FAH;19810808;10
FAH;19810809;0
FAH;19810810;0
FAH;19810811;0
FAH;19810812;0
FAH;19810813;0
FAH;19810814;0
FAH;19810815;0
FAH;19810816;3
FAH;19810817;0
FAH;19810818;0
FAH;19810819;0
FAH;19810820;0
FAH;19810821;0
FAH;19810822;0
FAH;19810823;0
FAH;19810824;0
FAH;19810825;0
FAH;19810826;0
FAH;19810827;0
FAH;19810828;0
FAH;19810829;0
FAH;19810830;0
FAH;19810831;38
FAH;19810901;0
FAH;19810902;0
FAH;19810903;0
FAH;19810904;0
FAH;19810905;0
FAH;19810906;0
FAH;19810907;0
FAH;19810908;0
FAH;19810909;0
FAH;19810910;0
FAH;19810911;2
FAH;19810912;2
FAH;19810913;0
FAH;19810914;0
FAH;19810915;0
FAH;19810916;0
FAH;19810917;0
FAH;19810918;0
FAH;19810919;0
FAH;19810920;0
FAH;19810921;0
FAH;19810922;2
FAH;19810923;0
FAH;19810924;0
FAH;19810925;0
FAH;19810926;0
FAH;19810927;0
FAH;19810928;0
FAH;19810929;0
FAH;19810930;0
FAH;19811001;0
FAH;19811002;0
FAH;19811003;0
FAH;19811004;0
FAH;19811005;0
FAH;19811006;4
FAH;19811007;0
FAH;19811008;0
FAH;19811009;0
FAH;19811010;0
FAH;19811011;0
FAH;19811012;0
FAH;19811013;0
FAH;19811014;0
FAH;19811015;0
FAH;19811016;0
FAH;19811017;0
FAH;19811018;0
FAH;19811019;0
FAH;19811020;0
FAH;19811021;0
FAH;19811022;0
FAH;19811023;0
FAH;19811024;0
FAH;19811025;0
FAH;19811026;0
FAH;19811027;0
FAH;19811028;0
FAH;19811029;0
FAH;19811030;0
FAH;19811031;0
FAH;19811101;0
FAH;19811102;0
FAH;19811103;0
FAH;19811104;0
FAH;19811105;0
FAH;19811106;0
FAH;19811107;0
FAH;19811108;0
FAH;19811109;0
FAH;19811110;0
FAH;19811111;0
FAH;19811112;0
FAH;19811113;0
FAH;19811114;0
FAH;19811115;0
FAH;19811116;0
FAH;19811117;0
FAH;19811118;0
FAH;19811119;0
FAH;19811120;0
FAH;19811121;0
FAH;19811122;0
FAH;19811123;0
FAH;19811124;0
FAH;19811125;0
FAH;19811126;0
FAH;19811127;1
FAH;19811128;0
FAH;19811129;0
FAH;19811130;0
FAH;19811201;0
FAH;19811202;0
FAH;19811203;0
FAH;19811204;0
FAH;19811205;0
FAH;19811206;0
FAH;19811207;0
FAH;19811208;1
FAH;19811209;0
FAH;19811210;0
FAH;19811211;0
FAH;19811212;0
FAH;19811213;0
FAH;19811214;0
FAH;19811215;0
FAH;19811216;0
FAH;19811217;0
FAH;19811218;0
FAH;19811219;0
FAH;19811220;0
FAH;19811221;0
FAH;19811222;0
FAH;19811223;0
FAH;19811224;0
FAH;19811225;0
FAH;19811226;0
FAH;19811227;0
FAH;19811228;0
FAH;19811229;0
FAH;19811230;0
FAH;19811231;2
FAH;19820101;0
FAH;19820102;0
FAH;19820103;0
FAH;19820104;0
FAH;19820105;0
FAH;19820106;0
FAH;19820107;0
FAH;19820108;0
FAH;19820109;0
FAH;19820110;0
FAH;19820111;0
FAH;19820112;0
FAH;19820113;0
FAH;19820114;0
FAH;19820115;0
FAH;19820116;0
FAH;19820117;0
FAH;19820118;0
FAH;19820119;0
FAH;19820120;0
FAH;19820121;0
FAH;19820122;0
FAH;19820123;0
FAH;19820124;0
FAH;19820125;0
FAH;19820126;0
FAH;19820127;0
FAH;19820128;0
FAH;19820129;0
FAH;19820130;0
FAH;19820131;0
FAH;19820201;0
FAH;19820202;0
FAH;19820203;0
FAH;19820204;0
FAH;19820205;0
FAH;19820206;0
FAH;19820207;0
FAH;19820208;0
FAH;19820209;0
FAH;19820210;0
FAH;19820211;0
FAH;19820212;0
FAH;19820213;0
FAH;19820214;0
FAH;19820215;0
FAH;19820216;0
FAH;19820217;0
FAH;19820218;0
FAH;19820219;0
FAH;19820220;0
FAH;19820221;0
FAH;19820222;0
FAH;19820223;0
FAH;19820224;0
FAH;19820225;0
FAH;19820226;0
FAH;19820227;0
FAH;19820228;0
FAH;19820301;0
FAH;19820302;0
FAH;19820303;0
FAH;19820304;0
FAH;19820305;0
FAH;19820306;0
FAH;19820307;0
FAH;19820308;0
FAH;19820309;0
FAH;19820310;0
FAH;19820311;0
FAH;19820312;0
FAH;19820313;0
FAH;19820314;0
FAH;19820315;0
FAH;19820316;0
FAH;19820317;0
FAH;19820318;0
FAH;19820319;0
FAH;19820320;0
FAH;19820321;0
FAH;19820322;0
FAH;19820323;0
FAH;19820324;0
