 

stn;time;rhs150d0
MUR;18640101;3.9
MUR;18640102;3.2
MUR;18640103;0.0
MUR;18640104;0.0
MUR;18640105;0.0
MUR;18640106;0.0
MUR;18640107;0.0
MUR;18640108;0.0
MUR;18640109;0.0
MUR;18640110;0.6
MUR;18640111;0.0
MUR;18640112;0.0
MUR;18640113;0.0
MUR;18640114;0.0
MUR;18640115;0.0
MUR;18640116;0.0
MUR;18640117;0.0
MUR;18640118;0.0
MUR;18640119;0.0
MUR;18640120;0.0
MUR;18640121;0.0
MUR;18640122;0.0
MUR;18640123;0.0
MUR;18640124;0.0
MUR;18640125;6.1
MUR;18640126;0.2
MUR;18640127;0.0
MUR;18640128;0.0
MUR;18640129;13.9
MUR;18640130;0.7
MUR;18640131;0.0
MUR;18640201;0.0
MUR;18640202;0.0
MUR;18640203;0.0
MUR;18640204;8.1
MUR;18640205;2.1
MUR;18640206;0.1
MUR;18640207;0.3
MUR;18640208;2.5
MUR;18640209;0.0
MUR;18640210;0.0
MUR;18640211;0.0
MUR;18640212;0.0
MUR;18640213;7.5
MUR;18640214;0.8
MUR;18640215;0.1
MUR;18640216;0.0
MUR;18640217;5.0
MUR;18640218;4.6
MUR;18640219;0.2
MUR;18640220;0.0
MUR;18640221;0.0
MUR;18640222;0.0
MUR;18640223;0.0
MUR;18640224;0.0
MUR;18640225;0.0
MUR;18640226;0.0
MUR;18640227;0.1
MUR;18640228;0.0
MUR;18640229;0.0
MUR;18640301;8.2
MUR;18640302;0.0
MUR;18640303;2.8
MUR;18640304;0.0
MUR;18640305;0.1
MUR;18640306;4.2
MUR;18640307;0.5
MUR;18640308;0.0
MUR;18640309;0.6
MUR;18640310;14.9
MUR;18640311;0.0
MUR;18640312;4.5
MUR;18640313;0.0
MUR;18640314;0.0
MUR;18640315;0.0
MUR;18640316;0.0
MUR;18640317;0.0
MUR;18640318;0.0
MUR;18640319;0.0
MUR;18640320;0.0
MUR;18640321;0.0
MUR;18640322;3.7
MUR;18640323;24.6
MUR;18640324;0.0
MUR;18640325;0.0
MUR;18640326;3.2
MUR;18640327;0.0
MUR;18640328;6.6
MUR;18640329;2.4
MUR;18640330;3.0
MUR;18640331;0.0
MUR;18640401;0.0
MUR;18640402;10.9
MUR;18640403;0.0
MUR;18640404;1.1
MUR;18640405;34.2
MUR;18640406;0.0
MUR;18640407;0.0
MUR;18640408;0.0
MUR;18640409;0.0
MUR;18640410;0.0
MUR;18640411;0.0
MUR;18640412;0.0
MUR;18640413;0.0
MUR;18640414;0.0
MUR;18640415;0.0
MUR;18640416;0.0
MUR;18640417;22.1
MUR;18640418;0.0
MUR;18640419;0.0
MUR;18640420;0.0
MUR;18640421;0.0
MUR;18640422;0.0
MUR;18640423;0.0
MUR;18640424;0.0
MUR;18640425;0.0
MUR;18640426;0.0
MUR;18640427;0.0
MUR;18640428;6.2
MUR;18640429;15.8
MUR;18640430;0.0
MUR;18640501;0.0
MUR;18640502;0.0
MUR;18640503;36.4
MUR;18640504;7.6
MUR;18640505;26.8
MUR;18640506;0.0
MUR;18640507;0.0
MUR;18640508;0.0
MUR;18640509;2.0
MUR;18640510;22.3
MUR;18640511;0.0
MUR;18640512;0.1
MUR;18640513;9.6
MUR;18640514;51.0
MUR;18640515;30.1
MUR;18640516;0.0
MUR;18640517;0.0
MUR;18640518;0.0
MUR;18640519;0.5
MUR;18640520;0.0
MUR;18640521;0.0
MUR;18640522;0.6
MUR;18640523;4.5
MUR;18640524;0.0
MUR;18640525;0.0
MUR;18640526;3.7
