 

stn;time;tre200y0
CHU;1887;7.2
CHU;1888;7.5
CHU;1889;7.3
CHU;1890;7.4
CHU;1891;7.3
CHU;1892;8.4
CHU;1893;8.6
CHU;1894;8.4
CHU;1895;8.2
CHU;1896;7.5
CHU;1897;8.8
CHU;1898;9.2
CHU;1899;9.0
CHU;1900;9.1
CHU;1901;7.9
CHU;1902;8.3
CHU;1903;8.6
CHU;1904;8.9
CHU;1905;8.1
CHU;1906;8.3
CHU;1907;8.4
CHU;1908;7.9
CHU;1909;7.7
CHU;1910;8.6
CHU;1911;9.3
CHU;1912;8.5
CHU;1913;9.0
CHU;1914;8.5
CHU;1915;8.4
CHU;1916;8.7
CHU;1917;7.9
CHU;1918;8.8
CHU;1919;7.9
CHU;1920;9.3
CHU;1921;9.5
CHU;1922;7.8
CHU;1923;9.0
CHU;1924;8.3
CHU;1925;8.6
CHU;1926;9.2
CHU;1927;8.7
CHU;1928;9.2
CHU;1929;8.3
CHU;1930;9.5
CHU;1931;7.8
CHU;1932;8.7
CHU;1933;8.3
CHU;1934;9.5
CHU;1935;8.5
CHU;1936;8.9
CHU;1937;9.3
CHU;1938;8.7
CHU;1939;8.7
CHU;1940;7.6
CHU;1941;7.9
CHU;1942;8.5
CHU;1943;9.6
CHU;1944;8.4
CHU;1945;9.0
CHU;1946;9.0
CHU;1947;9.7
CHU;1948;9.4
CHU;1949;9.6
CHU;1950;9.3
CHU;1951;9.5
CHU;1952;8.7
CHU;1953;9.1
CHU;1954;8.3
CHU;1955;8.7
CHU;1956;7.6
CHU;1957;9.4
CHU;1958;8.9
CHU;1959;10.2
CHU;1960;9.5
CHU;1961;10.3
CHU;1962;8.4
CHU;1963;8.2
CHU;1964;9.3
CHU;1965;8.5
CHU;1966;9.3
CHU;1967;9.2
CHU;1968;8.9
CHU;1969;8.9
CHU;1970;8.7
CHU;1971;9.0
CHU;1972;9.2
CHU;1973;8.7
CHU;1974;9.4
CHU;1975;9.3
CHU;1976;9.3
CHU;1977;9.5
CHU;1978;8.6
CHU;1979;9.2
CHU;1980;8.3
CHU;1981;8.6
CHU;1982;9.6
CHU;1983;9.2
CHU;1984;8.3
CHU;1985;8.1
CHU;1986;9.0
CHU;1987;8.5
CHU;1988;9.6
CHU;1989;9.8
CHU;1990;9.9
CHU;1991;9.1
CHU;1992;9.8
CHU;1993;9.3
CHU;1994;10.7
CHU;1995;9.4
CHU;1996;9.1
CHU;1997;10.0
CHU;1998;9.9
CHU;1999;9.9
CHU;2000;10.6
CHU;2001;9.8
CHU;2002;10.6
CHU;2003;10.9
CHU;2004;9.7
CHU;2005;9.4
CHU;2006;10.4
CHU;2007;10.5
CHU;2008;10.4
CHU;2009;10.7
CHU;2010;9.7
CHU;2011;11.0
CHU;2012;10.0
CHU;2013;9.9
CHU;2014;11.3
CHU;2015;11.0
CHU;2016;10.6
CHU;2017;10.6
CHU;2018;11.9
CHU;2019;11.2
CHU;2020;11.2
