 

stn;time;tre200d0
FEY;19890428;4.0
FEY;19890429;4.0
FEY;19890430;5.8
FEY;19890501;8.7
FEY;19890502;11.5
FEY;19890503;13.9
FEY;19890504;15.4
FEY;19890505;16.6
FEY;19890506;16.6
FEY;19890507;12.9
FEY;19890508;13.3
FEY;19890509;16.4
FEY;19890510;12.3
FEY;19890511;12.1
FEY;19890512;10.3
FEY;19890513;10.9
FEY;19890514;10.7
FEY;19890515;11.8
FEY;19890516;12.9
FEY;19890517;15.5
FEY;19890518;16.9
FEY;19890519;17.7
FEY;19890520;17.7
FEY;19890521;18.4
FEY;19890522;18.7
FEY;19890523;19.0
FEY;19890524;19.0
FEY;19890525;18.1
FEY;19890526;17.0
FEY;19890527;16.6
FEY;19890528;14.5
FEY;19890529;15.4
FEY;19890530;15.9
FEY;19890531;14.9
FEY;19890601;13.6
FEY;19890602;13.6
FEY;19890603;10.8
FEY;19890604;10.7
FEY;19890605;9.0
FEY;19890606;10.6
FEY;19890607;11.5
FEY;19890608;13.1
FEY;19890609;15.5
FEY;19890610;15.7
FEY;19890611;17.0
FEY;19890612;18.5
FEY;19890613;18.1
FEY;19890614;18.1
FEY;19890615;19.0
FEY;19890616;19.2
FEY;19890617;17.7
FEY;19890618;18.4
FEY;19890619;20.0
FEY;19890620;20.6
FEY;19890621;21.8
FEY;19890622;17.1
FEY;19890623;14.0
FEY;19890624;18.0
FEY;19890625;20.0
FEY;19890626;20.5
FEY;19890627;18.9
FEY;19890628;15.5
FEY;19890629;14.5
FEY;19890630;17.4
FEY;19890701;18.0
FEY;19890702;13.6
FEY;19890703;15.1
FEY;19890704;16.2
FEY;19890705;20.1
FEY;19890706;22.1
FEY;19890707;20.4
FEY;19890708;17.9
FEY;19890709;19.1
FEY;19890710;17.1
FEY;19890711;16.5
FEY;19890712;19.0
FEY;19890713;19.6
FEY;19890714;19.3
FEY;19890715;16.9
FEY;19890716;19.2
FEY;19890717;20.2
FEY;19890718;19.5
FEY;19890719;19.8
FEY;19890720;20.1
FEY;19890721;22.6
FEY;19890722;23.3
FEY;19890723;23.3
FEY;19890724;21.0
FEY;19890725;18.9
FEY;19890726;21.1
FEY;19890727;20.4
FEY;19890728;20.1
FEY;19890729;20.8
FEY;19890730;23.2
FEY;19890731;16.5
FEY;19890801;11.7
FEY;19890802;14.5
FEY;19890803;16.0
FEY;19890804;18.3
FEY;19890805;18.6
FEY;19890806;18.8
FEY;19890807;21.4
FEY;19890808;16.5
FEY;19890809;18.0
FEY;19890810;18.4
FEY;19890811;19.3
FEY;19890812;20.6
FEY;19890813;21.5
FEY;19890814;19.0
FEY;19890815;21.8
FEY;19890816;24.6
FEY;19890817;19.3
FEY;19890818;19.5
FEY;19890819;20.9
FEY;19890820;21.6
FEY;19890821;21.4
FEY;19890822;20.4
FEY;19890823;20.3
FEY;19890824;20.6
FEY;19890825;20.3
FEY;19890826;19.3
FEY;19890827;15.8
FEY;19890828;11.0
FEY;19890829;12.7
FEY;19890830;13.8
FEY;19890831;16.1
FEY;19890901;14.7
FEY;19890902;12.6
FEY;19890903;12.5
FEY;19890904;12.5
FEY;19890905;12.2
FEY;19890906;13.9
FEY;19890907;15.5
FEY;19890908;17.7
FEY;19890909;15.0
FEY;19890910;16.8
FEY;19890911;14.2
FEY;19890912;15.4
FEY;19890913;13.4
FEY;19890914;13.4
FEY;19890915;13.3
FEY;19890916;16.3
FEY;19890917;18.5
FEY;19890918;19.7
FEY;19890919;18.7
FEY;19890920;17.8
FEY;19890921;20.1
FEY;19890922;18.9
FEY;19890923;13.8
FEY;19890924;14.2
FEY;19890925;14.0
FEY;19890926;13.2
FEY;19890927;13.4
FEY;19890928;11.0
FEY;19890929;10.1
FEY;19890930;10.4
FEY;19891001;10.8
FEY;19891002;11.2
FEY;19891003;10.0
FEY;19891004;10.4
FEY;19891005;11.5
FEY;19891006;11.0
FEY;19891007;8.8
FEY;19891008;6.0
FEY;19891009;7.2
FEY;19891010;8.0
FEY;19891011;7.2
FEY;19891012;7.9
FEY;19891013;9.7
FEY;19891014;10.0
FEY;19891015;9.7
FEY;19891016;8.8
FEY;19891017;10.7
FEY;19891018;12.3
FEY;19891019;12.1
FEY;19891020;10.7
FEY;19891021;15.5
FEY;19891022;16.9
FEY;19891023;16.4
FEY;19891024;14.1
FEY;19891025;14.4
FEY;19891026;15.2
FEY;19891027;17.6
FEY;19891028;15.4
FEY;19891029;10.4
FEY;19891030;11.9
FEY;19891031;12.6
FEY;19891101;12.5
FEY;19891102;12.8
FEY;19891103;11.9
FEY;19891104;5.4
FEY;19891105;4.3
FEY;19891106;3.5
FEY;19891107;3.4
FEY;19891108;4.3
FEY;19891109;5.0
FEY;19891110;4.9
FEY;19891111;6.3
FEY;19891112;6.1
FEY;19891113;4.8
FEY;19891114;4.2
FEY;19891115;4.1
FEY;19891116;1.3
FEY;19891117;5.6
FEY;19891118;7.7
FEY;19891119;9.5
FEY;19891120;8.0
FEY;19891121;9.0
FEY;19891122;7.4
FEY;19891123;1.1
FEY;19891124;0.9
FEY;19891125;0.7
FEY;19891126;-0.8
FEY;19891127;-0.6
FEY;19891128;0.3
FEY;19891129;2.6
FEY;19891130;1.5
FEY;19891201;0.7
FEY;19891202;-0.3
FEY;19891203;0.3
FEY;19891204;-1.5
FEY;19891205;-1.0
FEY;19891206;-2.5
FEY;19891207;-1.5
FEY;19891208;-2.4
FEY;19891209;-2.5
FEY;19891210;-3.4
FEY;19891211;-1.3
FEY;19891212;1.9
FEY;19891213;4.8
FEY;19891214;8.2
FEY;19891215;6.1
FEY;19891216;10.8
FEY;19891217;8.4
FEY;19891218;9.9
FEY;19891219;5.9
FEY;19891220;7.2
FEY;19891221;9.5
FEY;19891222;9.2
FEY;19891223;4.2
FEY;19891224;3.9
FEY;19891225;5.5
FEY;19891226;3.9
FEY;19891227;0.8
FEY;19891228;-0.7
FEY;19891229;-0.8
FEY;19891230;-1.8
FEY;19891231;-1.1
FEY;19900101;-1.0
FEY;19900102;-0.5
FEY;19900103;-0.8
FEY;19900104;-0.8
FEY;19900105;-0.2
FEY;19900106;0.0
FEY;19900107;1.6
FEY;19900108;-0.8
FEY;19900109;-1.1
FEY;19900110;-0.4
FEY;19900111;0.5
FEY;19900112;1.0
FEY;19900113;1.0
FEY;19900114;-0.1
FEY;19900115;0.2
FEY;19900116;3.5
FEY;19900117;3.9
FEY;19900118;1.3
FEY;19900119;0.7
FEY;19900120;2.0
FEY;19900121;4.5
FEY;19900122;4.5
FEY;19900123;5.8
FEY;19900124;7.0
FEY;19900125;6.2
FEY;19900126;3.2
FEY;19900127;3.3
FEY;19900128;5.2
FEY;19900129;3.0
FEY;19900130;3.6
FEY;19900131;7.1
FEY;19900201;7.9
FEY;19900202;4.7
FEY;19900203;5.7
FEY;19900204;5.0
FEY;19900205;5.9
FEY;19900206;8.6
FEY;19900207;7.7
FEY;19900208;8.1
FEY;19900209;5.3
FEY;19900210;2.8
FEY;19900211;0.8
FEY;19900212;-0.4
FEY;19900213;1.9
FEY;19900214;5.5
FEY;19900215;6.6
FEY;19900216;2.3
FEY;19900217;5.8
FEY;19900218;7.4
FEY;19900219;7.7
FEY;19900220;10.1
FEY;19900221;10.0
FEY;19900222;9.9
FEY;19900223;10.6
FEY;19900224;10.4
FEY;19900225;11.2
FEY;19900226;10.0
FEY;19900227;8.0
FEY;19900228;5.2
FEY;19900301;3.7
FEY;19900302;0.2
FEY;19900303;-0.3
FEY;19900304;1.1
FEY;19900305;4.1
FEY;19900306;6.0
FEY;19900307;8.0
FEY;19900308;9.6
FEY;19900309;7.8
FEY;19900310;8.5
FEY;19900311;10.8
FEY;19900312;10.3
FEY;19900313;11.2
FEY;19900314;8.2
FEY;19900315;9.1
FEY;19900316;10.3
FEY;19900317;11.1
FEY;19900318;11.3
FEY;19900319;10.3
FEY;19900320;8.2
FEY;19900321;11.1
FEY;19900322;14.9
FEY;19900323;10.1
FEY;19900324;10.3
FEY;19900325;5.1
FEY;19900326;2.8
FEY;19900327;2.5
FEY;19900328;2.7
FEY;19900329;4.4
FEY;19900330;6.4
FEY;19900331;9.0
FEY;19900401;14.2
FEY;19900402;12.5
FEY;19900403;8.6
FEY;19900404;5.8
FEY;19900405;5.2
FEY;19900406;7.7
FEY;19900407;6.5
FEY;19900408;5.5
FEY;19900409;4.1
FEY;19900410;5.1
FEY;19900411;5.2
FEY;19900412;6.6
FEY;19900413;9.5
FEY;19900414;5.2
FEY;19900415;2.3
FEY;19900416;5.8
FEY;19900417;5.7
FEY;19900418;4.2
FEY;19900419;5.4
FEY;19900420;6.8
FEY;19900421;7.9
FEY;19900422;9.0
FEY;19900423;5.4
FEY;19900424;8.9
FEY;19900425;10.5
FEY;19900426;10.6
FEY;19900427;10.8
FEY;19900428;13.5
FEY;19900429;13.4
FEY;19900430;14.7
FEY;19900501;16.4
FEY;19900502;17.8
FEY;19900503;17.0
FEY;19900504;17.0
FEY;19900505;17.6
FEY;19900506;14.1
FEY;19900507;14.1
FEY;19900508;15.1
FEY;19900509;14.8
FEY;19900510;14.9
FEY;19900511;13.1
FEY;19900512;14.6
FEY;19900513;14.8
FEY;19900514;14.6
FEY;19900515;16.2
FEY;19900516;17.5
FEY;19900517;18.9
FEY;19900518;15.7
FEY;19900519;14.2
FEY;19900520;15.3
FEY;19900521;14.9
FEY;19900522;16.1
FEY;19900523;16.8
FEY;19900524;14.9
FEY;19900525;13.5
FEY;19900526;12.4
FEY;19900527;11.8
FEY;19900528;13.4
FEY;19900529;12.9
FEY;19900530;12.8
FEY;19900531;14.9
FEY;19900601;17.3
FEY;19900602;13.0
FEY;19900603;14.0
FEY;19900604;12.7
FEY;19900605;11.8
FEY;19900606;12.2
FEY;19900607;12.8
FEY;19900608;12.0
FEY;19900609;11.3
FEY;19900610;9.7
FEY;19900611;13.6
FEY;19900612;11.3
FEY;19900613;12.5
FEY;19900614;14.2
FEY;19900615;14.2
FEY;19900616;16.0
FEY;19900617;17.4
FEY;19900618;14.4
FEY;19900619;19.0
FEY;19900620;14.9
FEY;19900621;16.5
FEY;19900622;12.8
FEY;19900623;14.9
FEY;19900624;18.0
FEY;19900625;20.3
FEY;19900626;21.2
FEY;19900627;19.1
FEY;19900628;18.3
FEY;19900629;20.6
FEY;19900630;21.0
FEY;19900701;15.2
FEY;19900702;16.3
FEY;19900703;13.5
FEY;19900704;14.0
FEY;19900705;14.5
FEY;19900706;13.7
FEY;19900707;14.0
FEY;19900708;18.0
FEY;19900709;19.9
FEY;19900710;16.4
FEY;19900711;15.7
FEY;19900712;18.1
FEY;19900713;20.8
FEY;19900714;21.4
FEY;19900715;22.1
FEY;19900716;22.5
FEY;19900717;21.8
FEY;19900718;20.1
FEY;19900719;19.1
FEY;19900720;20.7
FEY;19900721;22.8
FEY;19900722;24.6
FEY;19900723;23.2
FEY;19900724;21.1
FEY;19900725;20.5
FEY;19900726;20.7
FEY;19900727;22.0
FEY;19900728;23.6
FEY;19900729;19.7
FEY;19900730;19.7
FEY;19900731;21.4
FEY;19900801;21.7
FEY;19900802;23.4
FEY;19900803;24.1
FEY;19900804;23.7
FEY;19900805;24.3
FEY;19900806;17.8
FEY;19900807;16.8
FEY;19900808;16.7
FEY;19900809;18.0
FEY;19900810;20.0
FEY;19900811;20.9
FEY;19900812;21.6
FEY;19900813;19.8
FEY;19900814;16.9
FEY;19900815;17.5
FEY;19900816;18.9
FEY;19900817;15.8
FEY;19900818;16.0
FEY;19900819;18.7
FEY;19900820;21.6
FEY;19900821;18.8
FEY;19900822;16.4
FEY;19900823;18.4
FEY;19900824;21.2
FEY;19900825;17.6
FEY;19900826;17.1
FEY;19900827;18.2
FEY;19900828;19.4
FEY;19900829;19.5
FEY;19900830;18.8
FEY;19900831;13.7
FEY;19900901;13.3
FEY;19900902;15.2
FEY;19900903;16.0
FEY;19900904;17.1
FEY;19900905;17.0
FEY;19900906;15.2
FEY;19900907;12.7
FEY;19900908;12.9
FEY;19900909;13.6
FEY;19900910;14.9
FEY;19900911;14.6
FEY;19900912;13.6
FEY;19900913;14.8
FEY;19900914;16.4
FEY;19900915;15.3
FEY;19900916;15.8
FEY;19900917;14.9
FEY;19900918;15.2
FEY;19900919;15.8
FEY;19900920;15.9
FEY;19900921;15.1
FEY;19900922;13.1
FEY;19900923;13.0
FEY;19900924;11.2
FEY;19900925;9.8
FEY;19900926;11.7
FEY;19900927;12.4
FEY;19900928;11.5
FEY;19900929;14.4
FEY;19900930;15.1
FEY;19901001;14.5
FEY;19901002;15.5
FEY;19901003;16.2
FEY;19901004;11.7
FEY;19901005;10.5
FEY;19901006;11.7
FEY;19901007;12.5
FEY;19901008;10.4
FEY;19901009;9.4
FEY;19901010;11.2
FEY;19901011;14.5
FEY;19901012;15.2
FEY;19901013;17.2
FEY;19901014;17.2
FEY;19901015;19.8
FEY;19901016;16.0
FEY;19901017;14.6
FEY;19901018;12.5
FEY;19901019;13.2
FEY;19901020;10.3
FEY;19901021;11.0
FEY;19901022;12.3
FEY;19901023;13.0
FEY;19901024;10.7
FEY;19901025;8.3
FEY;19901026;8.1
FEY;19901027;7.5
FEY;19901028;7.7
FEY;19901029;4.1
FEY;19901030;10.4
FEY;19901031;6.5
FEY;19901101;6.6
