 

stn;time;rhs150d0
COU;18970101;0.0
COU;18970102;0.0
COU;18970103;0.0
COU;18970104;0.0
COU;18970105;0.0
COU;18970106;0.0
COU;18970107;0.0
COU;18970108;0.0
COU;18970109;5.4
COU;18970110;0.6
COU;18970111;0.1
COU;18970112;0.0
COU;18970113;0.0
COU;18970114;0.0
COU;18970115;0.0
COU;18970116;0.0
COU;18970117;3.9
COU;18970118;0.3
COU;18970119;0.0
COU;18970120;0.0
COU;18970121;4.7
COU;18970122;0.2
COU;18970123;0.7
COU;18970124;1.0
COU;18970125;5.0
COU;18970126;5.7
COU;18970127;1.9
COU;18970128;2.6
COU;18970129;0.6
COU;18970130;0.7
COU;18970131;0.0
COU;18970201;41.7
COU;18970202;29.3
COU;18970203;11.2
COU;18970204;0.1
COU;18970205;12.2
COU;18970206;17.9
COU;18970207;2.9
COU;18970208;0.1
COU;18970209;0.3
COU;18970210;0.6
COU;18970211;5.2
COU;18970212;2.6
COU;18970213;3.6
COU;18970214;10.5
COU;18970215;0.1
COU;18970216;0.0
COU;18970217;0.0
COU;18970218;0.0
COU;18970219;0.0
COU;18970220;0.0
COU;18970221;3.0
COU;18970222;2.6
COU;18970223;0.0
COU;18970224;0.0
COU;18970225;0.0
COU;18970226;0.0
COU;18970227;0.0
COU;18970228;0.0
COU;18970301;3.4
COU;18970302;6.4
COU;18970303;12.8
COU;18970304;4.2
COU;18970305;0.6
COU;18970306;0.0
COU;18970307;1.7
COU;18970308;0.6
COU;18970309;0.6
COU;18970310;7.1
COU;18970311;3.8
COU;18970312;14.3
COU;18970313;3.6
COU;18970314;0.1
COU;18970315;0.0
COU;18970316;0.2
COU;18970317;0.7
COU;18970318;3.5
COU;18970319;28.8
COU;18970320;0.0
COU;18970321;0.7
COU;18970322;0.0
COU;18970323;0.0
COU;18970324;0.0
COU;18970325;0.0
COU;18970326;0.0
COU;18970327;0.0
COU;18970328;18.9
COU;18970329;9.7
COU;18970330;0.1
COU;18970331;4.4
COU;18970401;19.3
COU;18970402;5.3
COU;18970403;8.7
COU;18970404;22.6
COU;18970405;0.1
COU;18970406;20.1
COU;18970407;10.7
COU;18970408;0.8
