 

stn;time;tre200dn
EGH;19931021;-12.1
EGH;19931022;-12.5
EGH;19931023;-6.7
EGH;19931024;-6.3
EGH;19931025;-6.8
EGH;19931026;-6.0
EGH;19931027;-6.4
EGH;19931028;-0.9
EGH;19931029;-1.2
EGH;19931030;-3.2
EGH;19931031;-4.5
EGH;19931101;-3.1
EGH;19931102;-3.7
EGH;19931103;-4.2
EGH;19931104;-4.3
EGH;19931105;-4.1
EGH;19931106;-2.8
EGH;19931107;-6.8
EGH;19931108;-7.8
EGH;19931109;-9.0
EGH;19931110;-9.2
EGH;19931111;-7.4
EGH;19931112;-12.0
EGH;19931113;-12.4
EGH;19931114;-11.3
EGH;19931115;-12.9
EGH;19931116;-13.0
EGH;19931117;-8.8
EGH;19931118;-13.8
EGH;19931119;-16.5
EGH;19931120;-16.7
EGH;19931121;-18.7
EGH;19931122;-17.4
EGH;19931123;-13.8
EGH;19931124;-10.5
EGH;19931125;-5.6
EGH;19931126;-4.0
EGH;19931127;-3.8
EGH;19931128;-7.0
EGH;19931129;-13.6
EGH;19931130;-8.3
EGH;19931201;-11.6
EGH;19931202;-11.2
EGH;19931203;-
EGH;19931204;-1.5
EGH;19931205;-5.4
EGH;19931206;-6.5
EGH;19931207;-11.0
EGH;19931208;-11.5
EGH;19931209;-6.1
EGH;19931210;-5.4
EGH;19931211;-14.8
EGH;19931212;-15.2
EGH;19931213;-7.6
EGH;19931214;-12.3
EGH;19931215;-13.3
EGH;19931216;-13.3
EGH;19931217;-12.5
EGH;19931218;-6.3
EGH;19931219;-4.8
EGH;19931220;-2.1
EGH;19931221;-15.4
EGH;19931222;-16.7
EGH;19931223;-12.2
EGH;19931224;-17.2
EGH;19931225;-15.3
EGH;19931226;-17.6
EGH;19931227;-16.7
EGH;19931228;-13.6
EGH;19931229;-11.3
EGH;19931230;-8.2
EGH;19931231;-8.1
EGH;19940101;-15.8
EGH;19940102;-14.7
EGH;19940103;-10.4
EGH;19940104;-12.0
EGH;19940105;-12.2
EGH;19940106;-10.9
EGH;19940107;-9.3
EGH;19940108;-8.8
EGH;19940109;-7.9
EGH;19940110;-8.4
